,title,source,category,label
3437,3093,8,5,2
3438,3094,5,7,2
3439,3095,7,5,1
3440,3096,5,7,1
3442,3097,1,4,2
3443,3098,3,7,2
3444,3099,8,6,2
3445,3100,6,2,2
3446,3101,6,4,1
3447,3102,2,5,2
3448,3103,7,1,2
3449,3104,6,7,2
3450,3105,4,1,1
3451,3106,8,4,2
3452,3107,8,2,2
3453,3108,5,3,2
3454,3109,4,6,2
3456,3110,5,6,2
3457,3111,4,1,2
3458,3112,6,1,2
3459,3113,7,6,1
3460,3114,3,5,2
3461,3115,6,3,2
3463,3116,8,1,1
3465,3117,7,6,1
3466,3118,2,2,2
3467,3119,5,6,1
3468,3120,8,6,2
3469,3121,1,2,2
3470,3122,4,7,1
3471,3123,6,4,1
3472,3124,8,7,2
3474,3125,3,2,1
3475,3126,1,5,1
3476,3127,1,3,2
3477,3128,1,2,1
3478,3129,7,6,1
3479,3130,5,4,1
3480,3131,4,6,2
3481,3132,5,2,2
3482,3133,1,3,1
3483,3134,7,3,2
3484,3135,2,4,2
3485,3136,3,4,1
3486,3137,8,4,2
3487,3138,8,1,1
3488,3139,4,7,2
3489,3140,2,6,2
3490,3141,2,5,2
3491,3142,3,1,1
3492,3143,8,1,2
3493,3144,4,4,1
3494,3145,1,4,2
3495,3146,3,7,2
3496,3147,8,1,1
3497,3148,6,3,2
3498,3149,3,1,1
3499,3150,7,3,1
3501,3151,3,7,1
3502,3152,4,4,1
3503,3153,1,7,2
3504,3154,3,7,2
3505,3155,3,3,2
3506,3156,3,5,2
3507,3157,3,2,2
3509,3158,7,4,1
3510,3159,2,3,1
3511,3160,1,6,2
3512,3161,7,4,1
3513,3162,1,6,2
3514,3163,7,4,2
3515,3164,1,6,2
3516,3165,2,7,2
3517,3166,5,5,1
3518,3167,2,7,1
3520,3168,5,1,1
3521,3169,4,3,1
3522,3170,8,2,2
3523,3171,7,6,2
3524,3172,4,7,2
3526,3173,7,3,1
3527,3174,3,7,2
3528,3175,3,7,2
3529,3176,8,1,2
3530,3177,7,4,1
3531,3178,8,3,2
3533,3179,2,5,1
3534,3180,7,1,1
3535,3181,4,3,2
3536,3182,1,2,1
3537,3183,1,6,1
3538,3184,5,6,1
3539,3185,8,4,2
3540,3186,5,1,2
3541,3187,6,3,2
3543,3188,2,6,1
3544,3189,2,4,2
3545,3190,5,3,2
3546,3191,5,5,2
3547,3192,4,5,1
3548,3193,1,2,1
3549,3194,3,3,2
3550,3195,5,2,1
3551,3196,1,6,2
3552,3197,3,4,1
3553,3198,6,6,1
3555,3199,8,3,1
3556,3200,7,7,1
3557,3201,3,7,2
3558,3202,6,7,1
3559,3203,6,4,1
3560,3204,2,6,1
3561,3205,5,1,1
3562,3206,4,1,1
3563,3207,2,6,1
3564,3208,3,2,1
3565,3209,6,2,2
3566,3210,3,5,1
3567,3211,3,6,1
3568,3212,3,4,1
3569,3213,4,7,2
3570,3214,5,4,2
3571,3215,6,6,2
3572,3216,1,3,2
3573,3217,4,1,1
3574,3218,4,6,1
3575,3219,3,1,1
3576,3220,3,7,2
3577,3221,5,4,1
3578,3222,1,6,1
3579,3223,4,3,2
3580,3224,5,2,2
3581,3225,3,7,2
3583,3226,8,3,2
3584,3227,2,2,1
3585,3228,5,5,2
3586,3229,8,5,1
3587,3230,7,6,1
3588,3231,8,2,2
3589,3232,8,6,1
3590,3233,1,2,1
3591,3234,7,2,2
3592,3235,4,7,1
3593,3236,6,2,1
3594,3237,8,2,1
3595,3238,1,7,1
3596,3239,2,3,2
3597,3240,5,5,1
3598,3241,5,4,2
3600,3242,2,7,2
3601,3243,1,4,2
3602,3244,8,3,2
3603,3245,4,1,1
3604,3246,5,2,2
3605,3247,8,7,2
3606,3248,6,1,2
3607,3249,5,2,2
3609,3250,4,6,2
3610,3251,5,1,2
3611,3252,1,1,1
3612,3253,8,6,1
3613,3254,3,4,2
3614,3255,5,2,2
3615,3256,1,5,1
3616,3257,7,5,1
3617,3258,1,6,1
3618,3259,8,6,2
3619,3260,5,2,2
3620,3261,3,3,1
3621,3262,3,4,1
3623,3263,2,7,1
3624,3264,2,1,1
3625,3265,4,6,2
3626,3266,3,4,2
3627,3267,3,5,2
3628,3268,6,4,2
3630,3269,7,2,2
3631,3270,2,2,1
3632,3271,1,6,1
3633,3272,2,2,2
3634,3273,8,5,2
3635,3274,3,3,1
3636,3275,6,4,2
3637,3276,1,5,2
3638,3277,5,1,1
3639,3278,1,4,2
3640,3279,1,6,1
3643,3280,7,6,1
3644,3281,3,6,2
3645,3282,7,7,2
3646,3283,6,1,1
3647,3284,4,2,1
3648,3285,5,5,2
3649,3286,8,6,1
3650,3287,8,2,2
3651,3288,7,4,1
3652,3289,2,2,1
3653,3290,3,5,2
3654,3291,7,1,1
3655,3292,4,5,1
3656,3293,2,1,1
3657,3294,7,6,1
3658,3295,5,3,2
3659,3296,2,3,2
3660,3297,6,3,1
3661,3298,2,1,2
3662,3299,4,1,1
3664,3300,3,6,2
3666,3301,4,1,1
3667,3302,8,5,1
3668,3303,4,4,1
3669,3304,3,7,1
3670,3305,2,1,2
3671,3306,3,5,1
3672,3307,5,4,1
3673,3308,5,4,1
3674,3309,6,3,2
3675,3310,8,3,2
3676,3311,3,4,2
3677,3312,5,7,1
3679,3313,7,4,1
3680,3314,7,6,1
3681,3315,4,1,1
3682,3316,5,4,1
3683,3317,1,1,1
3684,3318,4,5,2
3685,3319,5,1,2
3686,3320,6,1,1
3687,3321,8,7,1
3688,3322,3,4,2
3689,3323,3,7,1
3690,3324,1,4,1
3691,3325,3,2,2
3692,3326,8,7,1
3693,3327,6,2,1
3695,3328,4,5,1
3696,3329,3,2,1
3697,3330,1,1,2
3698,3331,2,3,1
3699,3332,5,5,1
3700,3333,2,6,1
3701,3334,7,3,1
3702,3335,8,3,2
3703,3336,8,2,1
3704,3337,3,1,1
3705,3338,8,5,2
3706,3339,4,4,1
3707,3340,7,4,1
3708,3341,1,4,1
3709,3342,5,3,2
3710,3343,3,6,1
3712,3344,4,4,2
3713,3345,8,7,2
3714,3346,5,3,2
3717,3347,3,5,2
3718,3348,6,3,2
3719,3349,2,6,2
3720,3350,7,1,1
3721,3351,4,6,1
3722,3352,1,2,1
3723,3353,8,5,2
3724,3354,3,2,2
3725,3355,8,7,1
3726,3356,3,5,1
3727,3357,6,1,2
3728,3358,8,6,1
3729,3359,2,7,2
3731,3360,4,7,1
3732,3361,1,1,1
3734,3362,6,6,1
3735,3363,2,4,1
3736,3364,2,1,2
3737,3365,6,4,2
3740,3366,1,6,2
3742,3367,4,5,2
3743,3368,1,7,1
3744,3369,1,1,1
3746,3370,4,4,2
3748,3371,5,5,2
3749,3372,5,6,1
3750,3373,5,6,1
3751,3374,1,2,1
3752,3375,7,6,2
3753,3376,1,6,1
3754,3377,8,1,2
3755,3378,8,1,1
3757,3379,1,1,2
3758,3380,3,2,2
3759,3381,5,1,2
3760,3382,4,3,1
3761,3383,6,6,1
3762,3384,3,2,1
3763,3385,4,2,2
3764,3386,1,7,2
3765,3387,4,1,2
3766,3388,7,6,1
3767,3389,6,7,2
3768,3390,6,1,2
3769,3391,4,4,1
3770,3392,5,4,2
3771,3393,2,5,2
3773,3394,3,6,2
3774,3395,4,5,2
3775,3396,3,2,2
3776,3397,3,1,2
3777,3398,3,7,1
3778,3399,8,6,2
3779,3400,8,3,2
3780,3401,2,2,2
3781,3402,1,6,2
3782,3403,2,6,1
3783,3404,4,3,1
3784,3405,4,2,1
3785,3406,7,5,2
3787,3407,4,2,2
3788,3408,5,2,1
3789,3409,8,1,2
3791,3410,2,7,2
3792,3411,8,2,1
3793,3412,2,6,1
3794,3413,1,5,1
3795,3414,4,5,1
3796,3415,5,6,2
3797,3416,7,1,2
3799,3417,2,4,2
3801,3418,4,4,1
3802,3419,3,4,2
3803,3420,4,6,1
3804,3421,6,2,1
3805,3422,2,4,1
3806,3423,2,2,1
3807,3424,5,6,1
3808,3425,8,2,2
3810,3426,7,7,1
3811,3427,5,3,1
3812,3428,1,1,1
3814,3429,5,6,1
3815,3430,1,2,1
3816,3431,6,3,1
3817,3432,1,5,1
3818,3433,8,2,2
3819,3434,5,2,2
3820,3435,5,5,2
3821,3436,2,2,2
3822,3437,5,5,1
3823,3438,6,6,2
3825,3439,7,3,1
3826,3440,6,7,1
3827,3441,6,4,1
3828,3442,4,1,1
3829,3443,4,3,2
3830,3444,4,5,2
3832,3445,1,2,2
3833,3446,6,5,2
3834,3447,2,4,1
3835,3448,3,6,2
3836,3449,5,5,1
3837,3450,7,4,2
3838,3451,2,1,2
3840,3452,6,4,1
3841,3453,7,3,1
3842,3454,1,3,1
3843,3455,3,1,2
3844,3456,4,7,1
3845,3457,3,3,1
3846,3458,7,6,1
3847,3459,2,4,2
3848,3460,7,6,2
3849,3461,3,5,1
3850,3462,5,6,1
3851,3463,5,7,2
3852,3464,6,3,2
3854,3465,6,2,2
3855,3466,5,2,1
3856,3467,1,3,2
3858,3468,3,6,2
3859,3469,5,6,2
3860,3470,8,7,1
3861,3471,7,1,1
3862,3472,1,7,1
3863,3473,4,4,2
3864,3474,5,4,1
3865,3475,2,4,1
3866,3476,1,6,1
3867,3477,7,3,2
3868,3478,6,3,2
3869,3479,3,6,2
3870,3480,4,4,2
3871,3481,5,5,2
3872,3482,3,6,2
3873,3483,2,1,2
3874,3484,8,6,1
3875,3485,3,6,1
3876,3486,3,4,2
3877,3487,1,6,1
3878,3488,7,4,2
3879,3489,4,2,1
3880,3490,6,2,2
3881,3491,7,3,1
3882,3492,3,6,1
3883,3493,7,5,1
3884,3494,2,1,2
3885,3495,5,7,2
3887,3496,3,7,1
3888,3497,1,5,2
3889,3498,4,3,1
3890,3499,2,1,1
3891,3500,1,5,1
3892,3501,7,1,2
3893,3502,5,1,1
3894,3503,2,2,1
3895,3504,7,3,2
3896,3505,8,3,2
3898,3506,6,7,2
3899,3507,3,3,2
3901,3508,8,6,2
3902,3509,7,2,2
3903,3510,7,6,1
3904,3511,3,4,2
3905,3512,4,1,2
3906,3513,1,2,1
3907,3514,5,3,2
3908,3515,1,1,1
3910,3516,3,3,1
3911,3517,8,1,2
3912,3518,5,2,1
3913,3519,5,7,2
3914,3520,5,1,1
3915,3521,1,1,1
3916,3522,7,1,2
3918,3523,1,5,1
3919,3524,6,7,2
3920,3525,5,3,2
3921,3526,7,3,2
3922,3527,1,7,2
3923,3528,2,4,2
3924,3529,7,2,2
3926,3530,2,4,1
3927,3531,2,7,2
3929,3532,8,6,1
3930,3533,2,1,1
3931,3534,8,7,1
3932,3535,3,7,1
3933,3536,4,4,1
3934,3537,8,2,1
3935,3538,6,4,2
3936,3539,1,3,2
3937,3540,1,4,1
3938,3541,6,5,2
3939,3542,3,1,2
3940,3543,3,1,2
3941,3544,1,3,2
3943,3545,3,3,2
3944,3546,8,6,1
3945,3547,2,2,2
3946,3548,1,5,1
3947,3549,7,5,2
3948,3550,2,1,2
3949,3551,3,2,1
3950,3552,4,1,2
3951,3553,6,2,1
3952,3554,2,4,2
3953,3555,6,6,1
3954,3556,2,5,1
3955,3557,2,1,1
3956,3558,7,4,1
3957,3559,6,7,2
3958,3560,6,7,1
3959,3561,2,3,1
3960,3562,1,7,1
3961,3563,3,2,2
3963,3564,7,7,1
3964,3565,5,2,1
3965,3566,4,4,1
3966,3567,2,4,1
3967,3568,7,4,1
3968,3569,1,6,1
3969,3570,5,2,1
3970,3571,7,4,2
3971,3572,4,2,1
3972,3573,5,5,1
3974,3574,4,1,2
3975,3575,8,3,1
3976,3576,2,5,1
3977,3577,4,4,1
3978,3578,6,4,1
3979,3579,8,2,2
3980,3580,3,6,2
3981,3581,6,7,1
3982,3582,6,2,2
3983,3583,8,7,1
3984,3584,2,2,2
3985,3585,8,6,1
3986,3586,3,5,1
3988,3587,5,6,2
3989,3588,6,5,2
3990,3589,6,1,2
3991,3590,3,1,1
3992,3591,6,6,2
3994,3592,4,4,1
3995,3593,8,5,2
3996,3594,6,2,1
3997,3595,6,7,2
3998,3596,6,1,1
3999,3597,7,4,1
4001,3598,7,4,1
4002,3599,2,4,2
4003,3600,5,3,2
4004,3601,8,7,2
4005,3602,4,6,1
4007,3603,4,3,2
4008,3604,5,1,1
4009,3605,8,6,2
4010,3606,7,7,1
4011,3607,1,4,1
4012,3608,8,2,2
4013,3609,8,2,1
4014,3610,3,2,1
4015,3611,1,7,2
4016,3612,6,7,1
4017,3613,4,1,1
4018,3614,7,4,1
4020,3615,8,4,1
4021,3616,1,1,1
4022,3617,5,1,1
4023,3618,8,7,2
4025,3619,2,4,2
4026,3620,3,4,2
4027,3621,5,1,2
4028,3622,1,3,2
4030,3623,1,4,2
4031,3624,2,4,1
4032,3625,6,7,1
4033,3626,8,5,1
4034,3627,3,3,1
4035,3628,5,3,1
4036,3629,7,6,2
4037,3630,8,4,2
4038,3631,6,2,1
4039,3632,3,6,2
4040,3633,8,4,1
4041,3634,8,1,2
4042,3635,6,7,1
4043,3636,7,2,2
4044,3637,3,4,1
4045,3638,6,5,2
4046,3639,1,2,1
4048,3640,5,1,2
4049,3641,4,3,2
4050,3642,5,3,2
4051,3643,7,6,2
4052,3644,3,4,1
4053,3645,1,1,1
4054,3646,4,2,2
4055,3647,2,7,2
4056,3648,3,1,2
4057,3649,8,4,1
4058,3650,8,1,1
4059,3651,3,1,1
4060,3652,8,5,2
4061,3653,1,7,1
4062,3654,3,1,1
4065,3655,1,1,1
4066,3656,6,6,1
4067,3657,1,4,1
4068,3658,3,1,1
4069,3659,6,5,2
4070,3660,3,5,1
4071,3661,4,6,1
4072,3662,8,3,1
4073,3663,5,4,1
4074,3664,4,1,1
4075,3665,2,4,1
4076,3666,6,1,2
4077,3667,8,2,1
4078,3668,2,6,2
4079,3669,3,2,1
4080,3670,7,3,2
4081,3671,8,4,2
4082,3672,8,7,2
4083,3673,2,1,2
4084,3674,6,5,1
4085,3675,4,5,1
4086,3676,1,1,1
4088,3677,7,7,2
4089,3678,3,2,1
4091,3679,8,5,2
4092,3680,6,7,2
4093,3681,4,7,1
4095,3682,5,3,1
4096,3683,6,7,1
4097,3684,1,2,2
4098,3685,3,1,2
4099,3686,5,7,1
4100,3687,6,2,1
4101,3688,6,5,1
4102,3689,2,4,1
4103,3690,7,7,2
4104,3691,3,2,1
4105,3692,1,3,2
4106,3693,3,1,2
4107,3694,4,2,2
4108,3695,1,6,1
4109,3696,2,2,2
4110,3697,6,7,2
4111,3698,4,1,2
4112,3699,1,3,2
4113,3700,6,2,1
4114,3701,8,6,1
4115,3702,8,1,2
4116,3703,1,7,1
4117,3704,5,7,1
4118,3705,8,4,2
4120,3706,1,4,2
4121,3707,6,6,2
4122,3708,3,3,2
4123,3709,5,2,2
4124,3710,5,5,2
4125,3711,8,1,2
4126,3712,3,2,1
4127,3713,8,5,1
4128,3714,6,1,1
4129,3715,2,4,1
4130,3716,1,1,1
4131,3717,3,2,1
4132,3718,3,5,1
4134,3719,7,4,1
4135,3720,1,1,1
4136,3721,3,7,1
4137,3722,8,6,2
4139,3723,4,7,1
4140,3724,1,6,2
4141,3725,8,4,2
4142,3726,3,3,1
4143,3727,2,1,2
4144,3728,5,5,1
4145,3729,7,7,2
4146,3730,5,6,1
4148,3731,2,6,1
4149,3732,4,6,1
4150,3733,2,5,2
4151,3734,3,3,1
4152,3735,8,5,1
4153,3736,2,4,2
4154,3737,1,4,1
4155,3738,2,2,2
4156,3739,7,5,1
4158,3740,1,7,1
4159,3741,7,6,1
4160,3742,4,5,2
4161,3743,5,6,2
4162,3744,2,6,2
4163,3745,4,4,2
4164,3746,7,7,2
4167,3747,2,4,2
4168,3748,2,7,2
4169,3749,3,6,1
4170,3750,2,5,1
4171,3751,4,4,1
4172,3752,8,6,2
4173,3753,5,6,1
4175,3754,2,1,2
4176,3755,4,3,1
4177,3756,1,5,2
4178,3757,1,1,1
4179,3758,6,7,1
4180,3759,5,7,2
4181,3760,7,6,1
4182,3761,5,3,2
4183,3762,4,3,2
4184,3763,2,2,2
4185,3764,8,7,2
4186,3765,8,1,1
4187,3766,7,5,1
4188,3767,4,1,1
4189,3768,7,4,1
4190,3769,8,2,1
4191,3770,2,1,2
4192,3771,8,5,1
4195,3772,1,4,2
4196,3773,1,3,2
4197,3774,1,4,1
4198,3775,2,3,2
4199,3776,6,6,2
4200,3777,7,7,2
4201,3778,4,3,1
4202,3779,7,1,1
4204,3780,8,1,2
4205,3781,7,2,2
4206,3782,3,4,2
4207,3783,1,6,2
4208,3784,3,4,1
4209,3785,6,1,1
4210,3786,1,7,2
4212,3787,1,6,2
4213,3788,1,6,1
4214,3789,1,2,2
4215,3790,8,2,1
4216,3791,2,7,1
4217,3792,7,7,1
4218,3793,5,5,1
4220,3794,7,2,2
4221,3795,5,3,2
4224,3796,7,2,2
4225,3797,1,5,2
4226,3798,5,1,2
4227,3799,2,2,1
4228,3800,4,1,1
4229,3801,2,4,2
4230,3802,4,2,2
4231,3803,4,3,1
4232,3804,3,5,2
4233,3805,1,7,1
4234,3806,2,1,2
4235,3807,6,1,1
4236,3808,6,5,2
4237,3809,6,5,2
4238,3810,1,6,2
4239,3811,6,5,1
4241,3812,8,6,2
4242,3813,3,4,1
4243,3814,3,3,1
4244,3815,6,7,2
4245,3816,4,5,2
4246,3817,8,4,1
4247,3818,6,4,2
4248,3819,8,1,1
4249,3820,7,7,1
4251,3821,4,4,1
4252,3822,3,5,2
4253,3823,8,3,1
4254,3824,7,6,1
4255,3825,3,7,1
4256,3826,2,3,1
4257,3827,1,6,1
4258,3828,7,2,1
4259,3829,1,1,2
4261,3830,8,2,2
4262,3831,1,4,1
4264,3832,6,5,1
4265,3833,5,7,1
4266,3834,6,7,1
4267,3835,5,6,1
4268,3836,8,2,2
4269,3837,4,7,2
4270,3838,3,6,1
4271,3839,6,2,2
4272,3840,3,1,1
4273,3841,2,6,2
4274,3842,8,2,1
4277,3843,4,7,1
4278,3844,8,4,1
4279,3845,1,7,1
4280,3846,8,5,1
4281,3847,1,5,1
4282,3848,1,6,2
4283,3849,2,2,2
4285,3850,1,1,1
4286,3851,4,5,2
4287,3852,2,7,2
4288,3853,6,7,1
4289,3854,4,5,1
4290,3855,8,6,1
4291,3856,5,2,1
4292,3857,7,6,1
4293,3858,3,7,1
4295,3859,3,1,2
4296,3860,8,2,1
4297,3861,4,7,1
4298,3862,1,3,2
4299,3863,3,7,1
4300,3864,2,5,1
4302,3865,8,2,2
4303,3866,7,4,2
4304,3867,3,1,2
4305,3868,1,6,2
4306,3869,4,2,2
4308,3870,3,7,2
4309,3871,3,7,1
4310,3872,8,4,1
4312,3873,6,5,2
4313,3874,7,1,1
4314,3875,3,4,2
4316,3876,4,5,2
4317,3877,7,1,2
4318,3878,4,2,2
4319,3879,4,6,1
4321,3880,2,3,1
4322,3881,5,7,1
4323,3882,7,1,1
4325,3883,3,2,1
4326,3884,6,5,1
4327,3885,2,3,1
4328,3886,6,6,1
4329,3887,5,3,2
4330,3888,1,7,1
4331,3889,8,1,1
4332,3890,8,5,1
4334,3891,4,5,2
4335,3892,4,6,1
4338,3893,1,1,2
4339,3894,1,7,1
4340,3895,6,6,2
4341,3896,6,2,1
4342,3897,6,4,2
4343,3898,7,4,2
4344,3899,4,4,2
4345,3900,7,1,1
4346,3901,2,1,2
4347,3902,5,7,1
4348,3903,3,7,1
4349,3904,3,7,1
4350,3905,7,7,1
4351,3906,8,3,2
4352,3907,6,5,2
4354,3908,2,4,2
4355,3909,1,1,2
4356,3910,4,3,1
4357,3911,7,7,2
4358,3912,3,2,1
4359,3913,5,3,1
4360,3914,3,2,1
4361,3915,5,5,2
4362,3916,5,1,1
4363,3917,3,4,1
4364,3918,8,1,1
4365,3919,4,2,1
4366,3920,4,5,2
4367,3921,3,2,2
4368,3922,3,6,1
4369,3923,4,3,1
4371,3924,8,1,2
4372,3925,4,2,2
4373,3926,8,6,1
4374,3927,7,2,2
4375,3928,8,4,2
4376,3929,8,2,1
4377,3930,8,2,2
4379,3931,8,7,1
4380,3932,3,7,2
4381,3933,1,1,1
4382,3934,3,1,2
4383,3935,4,6,2
4384,3936,5,4,1
4385,3937,7,5,1
4386,3938,6,1,2
4388,3939,3,3,1
4390,3940,1,1,2
4391,3941,8,6,2
4392,3942,3,3,2
4394,3943,2,3,1
4395,3944,3,1,1
4396,3945,5,6,1
4397,3946,6,4,2
4398,3947,3,3,2
4399,3948,2,1,2
4400,3949,5,7,2
4401,3950,2,5,1
4402,3951,6,5,2
4403,3952,2,5,1
4404,3953,5,1,1
4406,3954,4,4,1
4407,3955,6,7,2
4409,3956,7,1,1
4411,3957,7,1,2
4412,3958,1,1,1
4413,3959,4,3,1
4415,3960,3,6,2
4416,3961,3,3,2
4417,3962,3,5,2
4418,3963,2,3,1
4420,3964,4,2,1
4421,3965,8,1,2
4422,3966,8,5,2
4423,3967,3,3,2
4424,3968,2,5,1
4425,3969,1,1,2
4426,3970,1,5,2
4427,3971,8,5,1
4429,3972,2,5,1
4430,3973,3,3,1
4431,3974,6,7,1
4432,3975,7,5,2
4433,3976,4,5,1
4434,3977,3,3,1
4435,3978,3,1,1
4437,3979,8,1,1
4438,3980,5,5,1
4439,3981,1,2,2
4441,3982,1,2,2
4442,3983,1,1,2
4443,3984,5,4,2
4444,3985,7,7,1
4445,3986,2,4,2
4447,3987,4,7,2
4448,3988,1,6,1
4449,3989,5,3,1
4450,3990,2,1,2
4451,3991,3,2,2
4452,3992,6,1,1
4453,3993,5,6,1
4454,3994,7,4,2
4455,3995,8,4,2
4456,3996,5,1,2
4457,3997,8,3,2
4458,3998,1,6,1
4459,3999,2,1,1
4460,4000,4,3,2
4461,4001,4,4,1
4463,4002,7,3,2
4464,4003,1,1,1
4465,4004,1,6,1
4466,4005,7,6,1
4468,4006,5,1,2
4469,4007,8,2,1
4470,4008,7,1,1
4471,4009,2,4,2
4472,4010,1,5,1
4473,4011,1,3,2
4474,4012,1,7,1
4475,4013,7,1,2
4476,4014,3,2,1
4477,4015,3,3,2
4479,4016,1,7,2
4480,4017,4,6,1
4481,4018,6,1,2
4482,4019,3,4,2
4484,4020,3,3,1
4485,4021,8,4,2
4486,4022,3,6,2
4487,4023,8,1,1
4488,4024,7,3,2
4489,4025,8,1,2
4490,4026,4,3,2
4491,4027,1,2,1
4492,4028,1,4,1
4493,4029,6,6,1
4494,4030,3,5,2
4495,4031,1,7,2
4496,4032,8,2,1
4498,4033,7,6,2
4499,4034,2,5,2
4500,4035,7,3,2
4501,4036,4,7,2
4502,4037,4,6,1
4503,4038,3,5,2
4504,4039,8,5,1
4505,4040,1,2,2
4506,4041,8,2,1
4508,4042,5,5,2
4509,4043,6,1,2
4510,4044,2,6,1
4511,4045,8,1,2
4512,4046,7,7,2
4513,4047,6,5,1
4515,4048,2,2,2
4516,4049,3,1,1
4517,4050,4,4,1
4518,4051,5,3,2
4519,4052,8,7,1
4520,4053,3,3,2
4521,4054,7,5,2
4522,4055,5,4,2
4523,4056,5,2,2
4524,4057,5,5,2
4525,4058,8,4,2
4526,4059,1,7,2
4527,4060,7,6,1
4529,4061,3,5,1
4531,4062,2,5,2
4532,4063,7,2,2
4533,4064,4,1,2
4534,4065,8,7,2
4535,4066,3,2,2
4536,4067,6,6,2
4538,4068,7,7,2
4539,4069,8,3,2
4540,4070,5,3,1
4541,4071,3,7,1
4542,4072,5,2,1
4543,4073,2,1,1
4544,4074,6,6,2
4545,4075,6,7,1
4546,4076,1,5,1
4547,4077,4,6,1
4548,4078,3,7,2
4549,4079,4,6,1
4550,4080,3,2,1
4551,4081,5,1,2
4552,4082,2,1,1
4553,4083,2,6,1
4554,4084,4,3,1
4556,4085,7,5,2
4557,4086,5,7,1
4558,4087,2,2,1
4560,4088,2,1,2
4561,4089,7,7,1
4562,4090,4,5,2
4563,4091,7,1,2
4564,4092,4,4,2
4565,4093,7,2,2
4566,4094,1,7,2
4567,4095,1,2,2
4568,4096,1,1,2
4570,4097,6,3,2
4571,4098,1,6,1
4572,4099,8,7,2
4573,4100,3,7,2
4574,4101,3,4,1
4575,4102,3,4,2
4576,4103,5,7,1
4577,4104,7,5,2
4578,4105,1,7,2
4579,4106,1,5,2
4580,4107,6,3,2
4581,4108,2,2,2
4582,4109,5,2,1
4584,4110,7,5,2
4585,4111,1,3,1
4586,4112,8,6,1
4587,4113,4,2,2
4588,4114,3,2,1
4589,4115,3,6,2
4590,4116,1,4,1
4591,4117,3,3,1
4592,4118,3,7,1
4593,4119,5,1,2
4594,4120,1,2,2
4596,4121,3,6,1
4597,4122,8,2,1
4598,4123,2,5,1
4599,4124,5,5,1
4600,4125,3,7,2
4602,4126,3,2,1
4603,4127,1,4,1
4604,4128,3,3,2
4605,4129,1,1,1
4606,4130,6,3,1
4607,4131,8,7,1
4609,4132,6,7,2
4610,4133,7,4,2
4611,4134,7,4,1
4612,4135,1,5,2
4613,4136,3,4,1
4614,4137,2,4,1
4615,4138,2,2,1
4616,4139,6,4,1
4617,4140,1,7,1
4618,4141,6,5,2
4619,4142,5,3,1
4620,4143,7,5,2
4621,4144,8,3,1
4622,4145,3,4,1
4623,4146,2,3,2
4624,4147,6,4,1
4625,4148,8,7,1
4626,4149,3,7,2
4627,4150,2,6,2
4628,4151,3,1,2
4629,4152,5,2,2
4631,4153,5,3,2
4633,4154,4,1,2
4634,4155,7,1,2
4635,4156,8,7,1
4636,4157,5,7,1
4637,4158,3,2,1
4638,4159,6,3,2
4639,4160,7,3,1
4641,4161,2,2,2
4642,4162,6,6,2
4643,4163,8,2,2
4644,4164,4,7,2
4645,4165,4,7,1
4646,4166,4,7,2
4647,4167,6,3,2
4648,4168,8,6,2
4649,4169,1,6,1
4650,4170,2,7,2
4651,4171,6,4,1
4652,4172,3,3,2
4653,4173,5,6,2
4654,4174,4,1,2
4656,4175,1,4,1
4657,4176,8,2,1
4658,4177,7,6,1
4659,4178,8,6,2
4660,4179,3,2,2
4661,4180,1,2,2
4663,4181,1,4,1
4664,4182,3,4,1
4665,4183,3,4,1
4666,4184,6,3,2
4667,4185,4,5,1
4668,4186,6,2,2
4669,4187,2,1,2
4670,4188,3,3,2
4671,4189,3,1,1
4672,4190,8,6,1
4673,4191,5,6,1
4674,4192,7,6,2
4675,4193,6,5,1
4676,4194,2,7,2
4677,4195,7,1,2
4678,4196,3,5,1
4679,4197,7,1,1
4681,4198,7,3,2
4682,4199,3,6,1
4683,4200,2,1,1
4684,4201,7,6,2
4685,4202,8,4,1
4686,4203,1,5,1
4687,4204,7,4,2
4688,4205,4,4,2
4689,4206,2,7,1
4690,4207,3,7,1
4691,4208,5,5,2
4692,4209,1,6,2
4693,4210,1,3,1
4694,4211,8,6,2
4697,4212,7,1,1
4699,4213,7,1,1
4700,4214,7,7,1
4701,4215,3,3,1
4702,4216,4,2,2
4703,4217,4,7,1
4704,4218,6,2,2
4705,4219,3,2,1
4706,4220,4,4,1
4707,4221,6,5,2
4708,4222,1,6,2
4709,4223,1,7,2
4710,4224,6,1,1
4711,4225,7,2,1
4712,4226,3,7,2
4713,4227,8,2,1
4714,4228,8,1,2
4715,4229,7,7,1
4716,4230,7,1,2
4717,4231,7,3,2
4718,4232,8,5,1
4719,4233,2,5,2
4720,4234,1,6,2
4721,4235,7,1,1
4722,4236,3,1,2
4723,4237,5,6,1
4724,4238,2,4,2
4725,4239,4,5,2
4726,4240,2,1,1
4728,4241,5,2,1
4729,4242,8,7,2
4730,4243,1,2,2
4731,4244,4,2,1
4732,4245,2,5,2
4733,4246,1,6,1
4734,4247,4,4,1
4735,4248,1,5,2
4736,4249,5,5,1
4737,4250,5,4,1
4738,4251,3,7,2
4740,4252,8,6,1
4741,4253,8,5,1
4742,4254,6,6,2
4743,4255,6,1,2
4744,4256,2,1,1
4745,4257,7,4,1
