,age,job,marital,education,balance,housing,duration,campaign,approval
575,58.0,5,1,4,937,1,155.0,1,1
576,44.0,7,1,2,0,2,161.0,1,1
577,38.0,4,1,3,-558,2,533.0,1,1
578,49.0,1,1,2,171,1,19.0,3,1
579,33.0,9,2,3,696,1,193.0,1,1
580,29.0,4,1,3,361,2,819.0,3,1
581,28.0,9,2,2,227,1,278.0,1,2
582,31.0,0,1,2,236,2,211.0,3,1
583,33.0,4,2,3,-53,1,617.0,2,1
584,52.0,9,1,2,192,2,61.0,2,1
585,43.0,4,3,3,38,2,197.0,6,1
586,32.0,6,2,2,518,2,34.0,7,1
587,36.0,6,1,3,16,2,95.0,4,1
588,41.0,1,1,2,-256,2,147.0,2,1
589,43.0,1,1,2,105,1,668.0,2,1
590,45.0,6,1,3,334,1,87.0,2,1
591,39.0,9,1,2,1048,1,405.0,1,1
592,41.0,7,1,2,108,2,83.0,7,1
593,31.0,9,1,2,660,1,115.0,1,1
594,37.0,10,2,3,0,2,108.0,1,1
595,28.0,2,1,4,1034,1,113.0,1,1
596,47.0,3,1,1,201,2,58.0,2,1
597,37.0,3,1,1,189,1,148.0,4,1
598,60.0,5,3,4,-49,2,188.0,1,1
599,43.0,9,3,2,1413,2,75.0,3,1
600,58.0,5,3,3,264,2,523.0,3,1
601,52.0,2,1,3,54,2,103.0,1,1
602,50.0,1,1,1,12519,2,146.0,2,1
603,32.0,7,2,2,2881,1,356.0,1,2
604,42.0,1,1,1,0,2,71.0,1,1
605,31.0,0,1,2,88,2,189.0,2,1
606,28.0,1,1,2,1020,2,251.0,1,1
607,36.0,9,3,3,119,1,127.0,8,1
608,51.0,10,2,3,1594,1,197.0,1,1
609,46.0,9,1,3,342,2,84.0,1,1
610,50.0,7,2,2,72,1,141.0,2,1
611,32.0,1,1,2,14,2,171.0,1,1
612,26.0,2,2,3,81,1,262.0,3,1
613,41.0,6,1,3,231,1,352.0,2,2
614,39.0,9,1,3,1161,2,236.0,1,1
615,31.0,1,1,2,-45,2,184.0,1,1
616,28.0,4,2,3,231,2,568.0,2,1
617,31.0,4,2,2,36,1,105.0,2,1
618,30.0,9,1,3,1570,2,260.0,1,1
619,35.0,9,1,3,7050,1,222.0,3,2
620,33.0,1,1,1,3704,2,447.0,2,1
621,30.0,9,2,3,6619,2,239.0,8,1
622,32.0,1,2,2,-84,2,426.0,1,1
623,40.0,4,2,3,1509,1,333.0,1,1
624,31.0,6,1,3,1134,1,174.0,2,1
625,36.0,9,1,2,146,2,284.0,2,1
626,33.0,4,2,3,9449,2,428.0,1,1
627,57.0,5,1,2,374,2,236.0,1,1
628,45.0,9,1,2,88,1,150.0,2,1
629,59.0,4,1,3,2764,1,237.0,1,1
630,30.0,4,2,3,2,2,1031.0,8,2
631,33.0,9,1,3,8023,1,107.0,1,1
632,52.0,1,1,2,289,2,45.0,13,1
633,83.0,5,1,2,0,1,140.0,10,1
634,58.0,6,3,3,1382,1,700.0,1,2
635,33.0,4,3,3,280,1,155.0,1,1
636,41.0,1,3,1,2195,2,211.0,5,1
637,31.0,6,1,2,33,1,165.0,4,1
638,35.0,1,3,2,275,1,144.0,5,1
639,27.0,4,2,3,703,2,590.0,3,2
640,57.0,0,3,4,887,1,43.0,8,1
641,56.0,11,1,4,0,1,471.0,2,1
642,53.0,0,2,2,1178,2,295.0,2,1
643,39.0,4,1,3,2763,2,526.0,2,2
644,32.0,2,2,3,890,2,27.0,10,1
645,46.0,6,1,2,548,1,1181.0,4,2
646,56.0,9,1,3,272,1,103.0,2,1
647,46.0,4,3,3,6269,2,249.0,3,1
648,29.0,2,1,2,178,2,231.0,4,1
649,60.0,4,1,1,252,2,123.0,2,1
650,33.0,3,2,3,23663,2,199.0,2,1
651,27.0,2,2,3,81,1,197.0,1,1
652,50.0,6,3,3,59,2,67.0,2,1
653,45.0,7,1,2,1343,1,220.0,1,1
654,58.0,5,1,2,225,1,122.0,6,1
655,59.0,5,1,1,0,2,104.0,7,1
656,58.0,5,3,1,2538,2,307.0,6,1
657,64.0,5,1,1,43,1,117.0,1,1
658,47.0,9,1,2,57,1,253.0,1,1
659,40.0,4,1,3,-117,2,770.0,2,1
660,36.0,9,3,2,666,2,190.0,1,1
661,28.0,4,2,3,0,2,767.0,5,2
662,38.0,9,2,3,25,2,232.0,2,2
663,53.0,2,1,1,1034,2,854.0,2,1
664,46.0,1,2,2,324,2,293.0,6,1
665,54.0,9,1,2,0,1,986.0,1,1
666,32.0,4,1,3,0,1,66.0,1,1
667,55.0,4,1,1,621,1,114.0,1,1
668,55.0,5,3,2,138,1,205.0,1,1
669,56.0,9,1,2,4063,1,31.0,4,1
670,40.0,1,1,2,11084,1,113.0,1,1
671,44.0,9,1,2,310,2,200.0,1,1
672,32.0,2,1,4,73,2,158.0,1,1
673,33.0,4,1,3,1808,2,99.0,4,1
674,41.0,10,3,2,1281,1,45.0,3,1
675,37.0,9,1,2,64,2,239.0,4,1
676,58.0,4,2,3,2,2,168.0,3,1
677,52.0,1,1,2,60,1,196.0,2,1
678,49.0,7,2,2,133,1,319.0,6,1
679,44.0,3,1,1,3706,1,209.0,3,1
680,28.0,0,2,4,174,1,184.0,1,1
681,31.0,9,1,2,251,1,156.0,2,1
682,37.0,6,1,2,4153,2,35.0,16,1
683,30.0,9,2,3,985,2,88.0,2,1
684,28.0,7,2,2,168,1,347.0,3,2
685,46.0,7,1,2,1550,2,126.0,2,1
686,47.0,4,1,3,7708,2,157.0,5,1
687,35.0,1,1,1,-12,2,212.0,5,1
688,80.0,4,1,1,6483,1,123.0,1,1
689,30.0,9,2,3,60,2,306.0,5,1
690,55.0,9,2,2,3339,2,63.0,1,1
691,22.0,8,2,3,1161,1,119.0,1,1
692,33.0,1,2,1,599,2,29.0,1,1
693,53.0,2,1,4,28,1,117.0,2,1
694,49.0,4,1,3,1430,1,231.0,2,1
695,51.0,5,1,2,35,1,123.0,4,1
696,41.0,6,1,3,6000,2,265.0,1,1
697,34.0,9,1,2,0,2,144.0,1,1
698,36.0,1,2,2,340,1,559.0,3,1
699,35.0,2,1,3,0,1,74.0,1,1
700,29.0,7,1,2,3,2,183.0,1,1
701,40.0,9,2,3,445,2,631.0,1,1
702,32.0,4,3,3,874,1,1282.0,6,2
703,48.0,1,1,2,705,1,108.0,2,1
704,59.0,5,1,4,1033,1,1199.0,1,2
705,35.0,6,3,3,1354,2,736.0,2,2
706,33.0,9,2,3,123,1,264.0,1,1
707,55.0,5,1,1,8894,1,262.0,1,1
708,41.0,1,1,2,429,2,244.0,1,1
709,42.0,3,1,1,14752,1,107.0,2,1
710,46.0,1,1,1,67,1,9.0,1,1
711,35.0,3,3,2,39,1,149.0,2,1
712,28.0,9,2,3,102,1,321.0,2,1
713,25.0,8,2,2,1790,1,224.0,1,1
714,56.0,4,2,3,15311,1,157.0,6,1
715,30.0,0,2,2,-635,1,250.0,1,1
716,45.0,1,1,2,115,1,209.0,4,1
717,40.0,4,1,3,10786,1,111.0,3,1
718,40.0,1,1,2,498,2,55.0,2,1
719,39.0,1,1,2,1045,2,290.0,13,1
720,48.0,2,1,3,810,1,383.0,1,1
721,31.0,9,2,3,-162,2,380.0,1,1
722,32.0,4,1,3,55,1,124.0,3,1
723,34.0,7,1,2,586,2,224.0,2,1
724,26.0,9,2,2,455,1,240.0,1,1
725,31.0,4,1,3,1010,2,385.0,3,1
726,37.0,4,2,3,509,2,133.0,1,1
727,29.0,8,2,4,2929,1,91.0,1,1
728,57.0,9,1,2,3071,2,63.0,3,1
729,47.0,4,2,3,153,2,192.0,2,1
730,38.0,6,2,2,1146,2,91.0,2,1
731,48.0,1,1,1,1092,1,79.0,1,1
732,50.0,4,1,3,3463,1,96.0,1,2
733,33.0,0,1,2,1158,2,25.0,2,1
734,28.0,0,2,2,26,2,227.0,2,1
735,30.0,7,2,2,566,1,110.0,1,1
736,52.0,9,3,2,204,1,134.0,2,1
737,36.0,9,1,2,480,1,213.0,1,2
738,36.0,9,2,2,1855,2,75.0,1,1
739,46.0,7,1,2,1034,1,109.0,2,1
740,57.0,4,1,3,3250,1,162.0,3,1
741,28.0,4,2,2,1633,1,275.0,1,2
742,46.0,7,1,2,0,2,154.0,1,1
743,55.0,5,1,1,3334,1,632.0,4,2
744,33.0,4,1,3,4020,2,251.0,1,1
745,53.0,4,1,2,66,1,141.0,1,1
746,41.0,9,2,2,-41,2,154.0,1,1
747,60.0,1,1,2,322,2,63.0,1,1
748,35.0,2,1,1,2643,1,259.0,1,1
749,43.0,1,3,1,49,2,100.0,1,1
750,57.0,0,3,1,1,1,17.0,10,1
751,46.0,0,1,2,3098,2,192.0,9,1
752,31.0,1,1,1,352,2,97.0,9,1
753,53.0,9,1,2,65,1,41.0,2,1
754,35.0,1,1,2,1949,2,200.0,3,1
755,32.0,0,2,2,739,2,91.0,3,1
756,48.0,4,1,3,1167,2,264.0,1,2
757,50.0,0,1,2,231,2,397.0,2,1
758,40.0,1,1,1,1136,2,86.0,1,1
759,42.0,2,1,3,233,1,446.0,1,1
760,59.0,0,1,2,817,1,304.0,1,1
761,27.0,1,2,1,1128,2,88.0,4,1
762,32.0,4,2,3,1831,2,86.0,2,1
763,35.0,9,2,2,450,2,63.0,1,1
764,28.0,7,1,2,0,2,335.0,2,1
765,37.0,4,3,2,414,1,293.0,2,1
766,57.0,4,1,1,1052,2,227.0,4,1
767,42.0,0,2,2,1022,2,146.0,2,1
768,55.0,0,1,1,343,2,276.0,3,1
769,52.0,4,1,3,1944,2,238.0,3,1
770,26.0,1,2,2,-32,2,14.0,6,1
771,52.0,9,1,2,1781,2,144.0,2,1
772,26.0,4,2,3,350,1,367.0,1,1
773,33.0,10,1,2,2,2,132.0,1,1
774,24.0,1,2,1,111,2,42.0,4,1
775,37.0,4,3,3,168,2,227.0,1,1
776,28.0,9,2,2,3,1,40.0,8,1
777,30.0,9,2,2,102,2,614.0,2,1
778,33.0,1,1,1,0,2,270.0,1,1
779,55.0,11,1,1,159,1,15.0,1,1
780,33.0,1,1,2,1134,2,304.0,2,1
781,42.0,1,1,2,352,2,79.0,3,1
782,37.0,4,1,3,865,2,101.0,1,1
783,59.0,1,1,1,179,2,55.0,3,1
784,27.0,1,2,2,5,2,205.0,3,1
785,23.0,8,1,3,-230,2,259.0,2,1
786,51.0,4,3,3,0,1,60.0,2,1
787,50.0,1,1,1,3924,2,122.0,2,1
788,43.0,9,1,2,764,2,557.0,5,1
789,37.0,1,3,1,511,2,42.0,1,1
790,34.0,4,2,3,4348,2,373.0,8,1
791,41.0,4,1,3,3016,2,80.0,3,1
792,26.0,8,2,2,279,1,239.0,3,1
793,49.0,4,3,3,1405,1,29.0,1,1
794,29.0,1,2,2,908,2,1663.0,1,2
795,30.0,4,2,3,162,2,186.0,4,1
796,38.0,7,3,2,792,1,430.0,1,1
797,58.0,4,1,2,111,1,58.0,2,1
798,34.0,8,2,4,1281,1,279.0,1,1
799,53.0,7,3,4,1012,2,332.0,2,1
800,50.0,4,1,3,2881,1,510.0,2,1
801,30.0,1,2,2,445,2,218.0,1,1
802,40.0,4,1,2,643,2,74.0,2,1
803,57.0,3,2,2,254,1,676.0,1,1
804,40.0,4,1,3,-1212,2,1259.0,2,1
805,41.0,9,1,2,2125,2,285.0,3,1
806,53.0,9,3,4,629,2,298.0,1,1
807,48.0,1,1,2,-202,2,225.0,4,1
808,32.0,9,2,2,271,2,80.0,2,1
809,34.0,4,1,3,703,2,342.0,1,2
810,46.0,1,1,2,-216,2,404.0,3,1
811,45.0,7,3,2,88,1,332.0,1,1
812,51.0,0,2,3,16,2,158.0,1,1
813,31.0,4,1,2,466,2,164.0,1,1
814,47.0,9,1,2,-75,2,57.0,1,1
815,32.0,1,1,2,456,1,121.0,1,1
816,41.0,9,1,2,77,2,56.0,1,1
817,37.0,7,2,2,-244,1,178.0,1,1
818,27.0,1,2,1,1209,1,283.0,1,1
819,27.0,7,1,2,58,2,113.0,1,1
820,50.0,4,1,2,421,1,22.0,5,1
821,31.0,4,2,3,112,2,159.0,2,1
822,40.0,6,1,3,13669,1,138.0,1,1
823,43.0,4,1,3,1429,2,1015.0,1,2
824,39.0,9,1,3,794,1,182.0,1,1
825,31.0,2,2,3,1957,1,112.0,3,1
826,48.0,9,1,2,454,2,114.0,1,1
827,32.0,1,2,1,882,1,80.0,8,1
828,47.0,10,1,1,168,2,66.0,1,1
829,35.0,4,2,3,714,2,135.0,22,1
830,42.0,4,2,3,0,1,99.0,1,1
831,47.0,1,1,2,1996,1,761.0,2,2
832,59.0,5,1,2,163,1,464.0,1,1
833,38.0,0,1,2,3190,2,20.0,2,1
834,50.0,10,1,2,1772,1,206.0,4,1
835,27.0,7,2,2,-151,1,283.0,2,1
836,55.0,3,1,1,16,1,64.0,1,1
837,39.0,7,2,2,7066,2,667.0,3,2
838,31.0,9,2,3,454,1,73.0,3,1
839,37.0,2,1,3,4798,2,156.0,2,1
840,28.0,9,2,2,-298,2,559.0,7,1
841,42.0,9,1,2,439,1,143.0,2,1
842,40.0,7,3,2,1927,2,62.0,1,1
843,59.0,4,2,2,671,2,219.0,2,1
844,40.0,7,2,2,65,2,15.0,3,1
845,43.0,9,1,2,-932,2,567.0,1,1
846,38.0,9,2,2,4366,2,188.0,2,1
847,54.0,5,1,1,0,2,159.0,2,1
848,41.0,1,1,2,4900,2,121.0,2,1
849,55.0,3,3,1,976,1,345.0,1,2
850,33.0,4,1,3,148,1,717.0,1,1
851,46.0,1,1,2,5,1,71.0,3,1
852,36.0,4,1,2,-148,1,1440000.0,2,1
853,48.0,9,3,3,113,1,38.0,1,1
854,42.0,4,1,2,-105,2,60.0,2,1
855,46.0,4,3,3,624,1,336.0,2,2
856,49.0,9,1,2,-1680,2,92.0,4,1
857,36.0,1,1,2,-461,1,254.0,2,1
858,34.0,9,2,3,144,2,104.0,1,1
859,51.0,2,3,3,4,2,74.0,5,1
860,58.0,1,1,1,309,1,156.0,2,1
861,48.0,4,1,3,866,1,146.0,2,1
862,41.0,0,2,2,1020,2,882.0,1,2
863,49.0,6,1,1,489,2,84.0,4,1
864,43.0,4,1,1,8167,2,114.0,2,1
865,32.0,1,2,2,-255,1,957.0,3,1
866,54.0,5,1,2,3671,1,67.0,3,1
867,33.0,1,3,1,636,2,211.0,11,1
868,35.0,9,1,2,141,2,299.0,2,1
869,56.0,9,1,2,150,2,102.0,6,1
870,57.0,9,1,2,839,1,225.0,1,1
871,31.0,3,2,1,26965,1,654.0,2,2
872,33.0,9,2,2,716,2,234.0,2,1
873,29.0,9,2,3,2485,1,48.0,6,1
874,38.0,4,2,3,15030,2,167.0,1,1
875,37.0,0,1,2,11303,1,500.0,2,1
876,33.0,2,1,3,595,1,22.0,2,1
877,30.0,4,2,3,19358,1,258.0,2,1
878,31.0,6,2,2,203,1,177.0,1,1
879,28.0,9,2,3,183,2,62.0,2,1
880,26.0,0,2,2,255,1,457008.0,1,2
881,31.0,9,2,2,102,2,460.0,2,1
882,50.0,3,3,1,94,2,184.0,4,1
883,45.0,2,1,1,58,2,119.0,3,1
884,48.0,4,1,1,606,1,77.0,6,1
885,41.0,9,1,2,0,1,107.0,1,1
886,60.0,9,1,1,65,2,1028.0,2,2
887,41.0,1,1,2,338,2,87.0,1,1
888,43.0,1,1,1,757,2,315.0,4,1
889,36.0,4,1,3,9269,2,107.0,2,1
890,40.0,1,1,1,1206,1,201.0,5,1
891,28.0,4,2,3,882,1,94.0,1,1
892,27.0,8,2,3,5291,1,192.0,2,2
893,49.0,4,2,2,61,2,185.0,2,1
894,37.0,9,1,3,0,2,77.0,1,1
895,31.0,1,1,2,1407,2,142.0,3,1
896,31.0,9,2,2,25,1,381.0,1,1
897,31.0,1,1,2,1354,2,222.0,2,1
898,35.0,1,1,1,793,2,106.0,1,1
899,51.0,1,3,4,10287,2,117.0,1,1
900,33.0,9,2,2,5235,1,67.0,3,1
901,30.0,9,2,3,3,2,45.0,2,1
902,58.0,9,2,2,409,1,643.0,2,1
903,34.0,0,1,3,35,2,76.0,1,1
904,45.0,4,1,3,-459,1,508.0,6,1
905,28.0,7,2,2,198,1,128.0,2,2
906,31.0,1,1,1,99,2,193.0,2,1
907,40.0,4,1,3,60,1,172.0,6,1
908,30.0,7,2,2,3485,1,142.0,2,1
909,34.0,2,1,2,-139,2,492.0,2,1
910,40.0,1,1,2,952,1,140.0,1,1
911,59.0,5,1,1,1427,1,140.0,2,1
912,43.0,9,2,3,1017,2,257.0,2,1
913,41.0,4,1,3,-29,1,41.0,2,1
914,33.0,9,3,2,9,1,91.0,2,1
915,33.0,4,1,2,4040,2,132.0,2,1
916,36.0,1,1,2,13,1,284.0,1,1
917,32.0,6,2,2,1259,1,184.0,2,1
918,25.0,0,1,2,18,2,225.0,1,1
919,25.0,1,1,2,-76,2,241.0,3,1
920,38.0,9,2,3,221,1,79.0,3,1
921,34.0,4,1,3,136,2,156.0,1,1
922,67.0,1,1,2,16353,1,223.0,2,1
923,32.0,1,1,2,-63,2,198.0,1,1
924,45.0,3,1,1,7353,1,536.0,2,1
925,33.0,1,1,1,511,2,304.0,2,1
926,38.0,0,1,1,3913,2,196.0,2,1
927,32.0,9,3,2,1097,2,298.0,2,1
928,54.0,5,3,3,6102,2,86.0,6,1
929,51.0,0,3,2,340,2,186.0,1,1
930,42.0,1,1,1,-119,2,167.0,3,1
931,41.0,0,1,2,2993,2,24.0,12,1
932,39.0,4,3,3,3575,1,74.0,3,1
933,38.0,1,1,2,361,2,601.0,1,1
934,39.0,4,1,2,1072,2,1168.0,2,1
935,46.0,1,1,1,2904,1,277.0,2,1
936,50.0,2,3,3,1790,1,748.0,3,1
937,33.0,1,1,2,86,2,364.0,1,1
938,37.0,9,1,2,1633,2,229.0,3,1
939,31.0,4,1,3,8312,1,43.0,13,1
940,34.0,1,3,4,172,1,177.0,1,2
941,34.0,4,1,3,0,2,262.0,1,2
942,36.0,4,1,3,222,2,317.0,1,1
943,40.0,9,1,2,109,1,402.0,22,1
944,40.0,1,1,2,1451,1,314.0,1,2
945,41.0,9,1,2,1066,1,109.0,3,2
946,52.0,4,1,3,3163,1,56.0,6,1
947,40.0,7,2,2,888,2,169.0,2,1
948,48.0,1,2,4,428,2,127.0,1,1
949,33.0,4,3,2,106,1,175.0,3,1
950,44.0,9,3,2,0,1,56.0,2,1
951,55.0,4,1,3,979,1,123.0,1,1
952,51.0,0,1,2,2662,1,148.0,2,1
953,34.0,4,2,3,84,1,231.0,1,1
954,58.0,5,3,4,5920,2,255.0,1,1
955,39.0,4,2,3,816,2,37.0,3,1
956,27.0,10,2,2,3276,1,106.0,1,1
957,55.0,4,3,4,2,2,95.0,1,1
958,35.0,9,2,2,-51,1,134.0,2,1
959,37.0,9,2,3,3315,2,820.0,2,1
960,52.0,9,1,2,196,2,116.0,1,1
961,41.0,1,1,2,552,2,463.0,1,1
962,52.0,0,1,2,2347,1,603.0,3,1
963,34.0,1,2,2,3723,2,47.0,5,1
964,53.0,4,3,1,255,1,126.0,1,1
965,33.0,4,2,3,3143,1,421.0,2,2
966,47.0,6,1,2,0,1,174.0,8,1
967,35.0,1,1,2,6411,2,144.0,1,1
968,33.0,4,2,3,1909,1,191.0,2,1
969,55.0,1,1,1,3873,1,222.0,1,1
970,58.0,6,1,1,1013,2,206.0,1,2
971,44.0,0,1,2,262,2,74.0,1,1
972,25.0,7,2,2,3217,2,24.0,1,1
973,37.0,9,2,2,5436,2,7.0,11,1
974,41.0,1,1,1,2067,2,493.0,7,1
975,34.0,1,2,2,215,1,350.0,3,2
976,36.0,7,3,2,1594,1,250.0,3,1
977,44.0,6,1,3,134,1,86.0,4,1
978,34.0,2,3,3,262,1,371.0,1,1
979,56.0,1,3,1,3021,1,419.0,2,1
980,43.0,4,3,3,388,2,2087.0,2,2
981,28.0,1,2,2,3412,2,22.0,4,1
982,54.0,1,1,2,1291,2,266.0,1,1
983,37.0,9,3,2,79,1,191.0,1,1
984,59.0,6,1,3,2013,1,222.0,4,2
985,58.0,1,3,2,543,1,264.0,3,1
986,56.0,4,3,3,1016,2,184.0,5,1
987,32.0,1,2,2,604,1,95.0,3,1
988,42.0,4,2,3,525,1,127.0,2,1
989,52.0,5,3,1,353,1,395.0,4,1
990,46.0,4,1,3,964,2,174.0,1,1
991,37.0,0,1,3,3913,2,124.0,1,2
992,39.0,1,1,1,879,2,102.0,2,1
993,31.0,0,1,2,314,2,279.0,1,1
994,59.0,3,1,1,0,1,76.0,11,1
995,38.0,1,1,2,1370,2,472.0,2,1
996,58.0,4,1,2,37,1,84.0,11,1
997,34.0,4,2,3,673,2,271.0,1,1
998,40.0,7,1,2,-342,2,754.0,1,1
999,20.0,8,2,2,291,1,172.0,5,1
1000,34.0,9,1,2,209,2,375.0,2,1
1001,31.0,9,2,3,438,2,130.0,2,1
1002,39.0,0,2,2,1242,2,303.0,3,1
1003,34.0,2,1,3,355,2,261.0,1,1
1004,24.0,1,1,2,204,2,229.0,3,1
1005,41.0,4,1,3,10758,2,288.0,1,1
1006,40.0,4,1,3,5,2,219.0,3,1
1007,45.0,9,2,2,410,2,891.0,4,2
1008,36.0,4,1,3,605,2,204.0,1,1
1009,53.0,4,1,3,4,1,19.0,6,1
1010,23.0,8,2,2,8494,1,158.0,2,1
1011,42.0,2,1,1,198,2,314.0,1,1
1012,48.0,1,1,2,841,2,215.0,1,1
1013,34.0,4,1,3,8,1,169.0,4,1
1014,36.0,0,1,2,470,2,101.0,4,1
1015,43.0,5,1,2,520,2,15.0,13,1
1016,36.0,1,1,2,439,2,260.0,5,1
1017,49.0,1,1,2,-454,2,558.0,1,2
1018,55.0,5,1,2,466,1,287.0,4,1
1019,53.0,5,1,2,665,2,371.0,2,2
1020,42.0,9,1,2,994,2,149.0,1,2
1021,45.0,0,1,2,5346,2,187.0,1,2
1022,31.0,1,1,2,1243,2,32.0,1,1
1023,32.0,0,1,3,0,2,138.0,1,1
1024,36.0,1,1,2,2357,2,228.0,2,1
1025,56.0,5,1,2,1044,1,353.0,2,2
1026,46.0,0,1,2,1069,2,45.0,2,1
1027,41.0,3,2,2,231,1,76.0,2,1
1028,31.0,0,1,2,0,2,144.0,2,1
1029,32.0,9,1,2,266,2,168.0,2,1
1030,38.0,4,1,3,-70,2,140.0,1,1
1031,49.0,5,2,1,25824,1,94.0,1,1
1032,46.0,4,2,1,538,1,118.0,3,1
1033,29.0,9,2,2,534,2,382.0,1,1
1034,36.0,0,1,4,2323,1,111.0,1,1
1035,38.0,0,1,2,1852,2,298.0,2,1
1036,53.0,9,1,2,2647,2,121.0,1,1
1037,43.0,4,1,3,2767,2,317.0,7,1
1038,41.0,4,1,3,176,2,42.0,1,1
1039,42.0,4,2,2,9720,1,81.0,2,1
1040,55.0,1,3,2,1613,2,296.0,1,2
1041,39.0,0,3,2,2903,2,259.0,2,1
1042,30.0,0,2,2,81,2,121.0,6,1
1043,41.0,1,1,2,780,2,432.0,3,1
1044,44.0,10,1,3,178,1,126.0,2,1
1045,58.0,4,1,3,299,1,120.0,4,1
1046,35.0,5,1,1,285,2,136.0,1,1
1047,27.0,1,1,2,872,2,1130.0,3,1
1048,34.0,7,1,2,1337,1,330.0,2,2
1049,25.0,7,1,2,72,2,305.0,2,1
1050,36.0,1,1,2,0,1,332.0,3,1
1051,38.0,1,1,2,-388,2,412.0,1,1
1052,30.0,0,1,2,11,2,157.0,1,1
1053,47.0,1,3,2,-535,2,71.0,2,1
1054,41.0,7,3,2,787,2,297.0,2,1
1055,36.0,4,2,3,3343,1,307.0,1,1
1056,63.0,2,1,2,3904,1,250.0,2,2
1057,23.0,4,2,3,736,2,119.0,1,1
1058,32.0,4,1,3,1390,1,116.0,2,1
1059,57.0,5,1,1,808,1,274.0,1,1
1060,48.0,4,1,3,1147,1,389.0,1,2
1061,49.0,7,1,2,1122,1,143.0,1,1
1062,50.0,9,1,2,-568,2,860.0,2,1
1063,33.0,1,1,1,1165,2,420.0,2,1
1064,53.0,7,3,2,-905,2,213.0,1,1
1065,30.0,10,1,3,0,2,756.0,1,1
1066,38.0,9,1,2,740,1,259.0,3,1
1067,44.0,4,1,2,8262,2,201.0,16,1
1068,39.0,0,2,2,14,2,19.0,9,1
1069,45.0,9,2,4,7108,2,53.0,1,1
1070,36.0,1,1,2,1049,2,224.0,4,2
1071,38.0,1,1,2,0,2,57.0,5,1
1072,36.0,3,1,2,419,2,251.0,1,1
1073,30.0,4,2,3,726,2,39.0,1,1
1074,28.0,9,3,3,594,2,54.0,3,1
1075,26.0,10,1,3,454,2,28.0,18,1
1076,54.0,11,1,2,2206,1,104.0,1,2
1077,38.0,0,1,3,1988,1,164.0,2,2
1078,32.0,9,2,3,0,1,268.0,2,1
1079,50.0,0,3,2,202,1,148.0,1,1
1080,43.0,1,1,2,667,2,228.0,3,1
1081,48.0,0,1,2,112,1,139.0,5,1
1082,57.0,3,1,1,50,1,89.0,3,1
1083,64.0,3,1,1,768,1,250.0,2,1
1084,26.0,7,3,2,74,2,106.0,6,1
1085,33.0,1,1,2,661,2,968.0,1,2
1086,50.0,6,1,2,3025,1,168.0,3,1
1087,47.0,6,1,3,751,1,408.0,14,1
1088,39.0,4,2,3,416,1,56.0,4,1
1089,52.0,7,1,1,14,1,55.0,5,1
1090,31.0,1,2,1,-502,2,76.0,4,1
1091,50.0,1,1,1,0,1,72.0,5,1
1092,47.0,9,1,2,599,2,99.0,3,1
1093,30.0,4,2,3,-218,2,13.0,15,1
1094,32.0,9,2,3,1012,1,178.0,1,1
1095,36.0,9,1,2,300,1,287.0,1,1
1096,46.0,9,1,3,217,2,141.0,1,1
1097,45.0,4,3,3,2096,1,127.0,1,1
1098,37.0,9,2,2,0,1,69.0,2,1
1099,58.0,3,1,1,5278,2,763.0,4,1
1100,59.0,4,1,3,1831,1,122.0,1,1
1101,28.0,4,1,3,1480,2,143.0,1,1
1102,48.0,4,1,3,7289,2,316.0,3,1
1103,55.0,1,1,4,1665,1,89.0,2,1
1104,37.0,1,2,1,851,2,151.0,1,1
1105,41.0,4,1,3,2885,1,40.0,1,1
1106,35.0,1,1,2,137,1,5.0,1,1
1107,34.0,1,2,2,1239,2,90.0,1,1
1108,43.0,4,2,3,146,1,50.0,1,1
1109,59.0,9,1,2,1,1,159.0,2,2
1110,50.0,1,3,1,-10,1,369.0,6,1
1111,37.0,9,1,2,480,1,344.0,2,2
1112,35.0,9,1,2,2789,2,256.0,2,1
1113,50.0,9,2,2,3897,1,298.0,1,1
1114,36.0,9,3,2,487,1,268.0,3,1
1115,41.0,0,1,2,5110,2,231.0,1,1
1116,28.0,4,1,3,318,2,4.0,4,1
1117,42.0,9,2,3,-411,2,78.0,5,1
1118,60.0,5,1,2,4820,1,419.0,1,1
1119,28.0,4,2,3,4937,2,421.0,3,1
1120,48.0,2,1,2,725,1,105.0,1,1
1121,51.0,2,1,3,5403,1,42.0,1,1
1122,32.0,9,1,3,4089,1,114.0,7,1
1123,35.0,9,1,3,188,1,286.0,2,1
1124,37.0,9,1,4,189,1,238.0,1,2
1125,38.0,1,3,2,2998,2,91.0,1,1
1126,77.0,5,1,2,610,1,766.0,3,1
1127,32.0,4,2,4,787,1,92.0,1,1
1128,43.0,9,3,2,167,1,211.0,3,1
1129,36.0,4,2,3,243,2,160.0,2,1
1130,29.0,4,1,3,877,1,166.0,3,1
1131,32.0,0,2,2,2817,2,195.0,1,1
1132,41.0,4,3,3,4567,2,106.0,1,1
1133,26.0,7,2,2,127,2,85.0,3,1
1134,34.0,1,1,1,176,1,78.0,1,1
1135,57.0,5,1,3,0,2,648.0,1,2
1136,36.0,7,2,2,1482,2,177.0,2,1
1137,42.0,1,1,2,3052,2,32.0,1,1
1138,35.0,9,3,2,56,1,24.0,12,1
1139,52.0,2,3,1,278,2,688.0,2,1
